,Text,Stance,Class,Target
42,"one republican who worked on the 2016 primary campaign:
 “if you were for biden, you’re still for biden. if you were for trump, you’re still for trump. if you came into this not knowing who to support, i don’t know what is going to convince you.” HTTP",0,1,Joe Biden
43,it's been a super chill year. #votebluetosaveamerica #biden2020 HTTP,1,2,Joe Biden
44,"@USER @USER why are you watching tv? 

shouldn't you be working on combating the #trumpvirus and russian aggression?

#trumpviruscatastrophe 
#traitortrump 
#putinsgop 

#dumptrump 
#ditchmitch 

#votebluetosaveamerica",1,2,Joe Biden
45,"you can get's win a gift card !!! just click the link bellow...

HTTP

#demdebate HTTP",0,0,Joe Biden
46,@USER @USER let's put it all on the table.  trump's returns.  joe biden's.  hunter biden's.  and those of his brother and daughters as well - all of whom appear to have benefited from offices joe held.,-1,0,Joe Biden
47,"#waronwomen continues #misogyny master  #ilhanomar paved way #democrat 4 legal #fgm #saragideon seals fate of + 500k little girls in usa. #radfem @USER disgusting.
#blacklivesmatter #childabuse @USER @USER @USER @USER HTTP",0,2,Joe Biden
48,"""the future of our democracy is at stake. the future of our economy is at stake. the future of our planet is at stake.""
#berniesanders  #bidenharris2020  #dnc  #election2020
HTTP",1,2,Joe Biden
49,@USER @USER great couple! #right #kag #riots #stlouiscouple,0,0,Joe Biden
50,@USER crazy and creepy will not know what hit em this november! #maga,-1,0,Joe Biden
51,"#obama yo,,,, you were president for 8 years why didn’t you fix all this, it be like your presidenticy never happened #kamalaharris #kamalaharrisforvp #obamawasbetterateverything #dncconvention #2020election",0,3,Joe Biden
52,"10 minutes to go, hope you have got your popcorn ready

#trump #biden",0,2,Joe Biden
53,"good morning!

hey texas! *thirty days* until early in-person voting!

51 days to nov 3. 

mail-in ballots should be arriving any day. shout out when you receive yours please. 

we’re going to do this!

#joebiden #kamalaharris HTTP",1,1,Joe Biden
54,@USER sorry but he is my president! #trump2020 #trump2020landslide #trumpderangementsyndrome,-1,3,Joe Biden
55,"5/5 #joebiden, #kamalaharris, and the clintons have long hid behind certain democrats willing to put respectability politics before principle when it comes to the 1994 crime bill. however, many in the congressional black caucus only voted for it out of ""fear"" of ""worse"" bills. 👮‍♀️ HTTP",-1,2,Joe Biden
56,@USER @USER @USER @USER it does need to be a black woman. watch what will happen if it’s not. don’t take the black woman vote for granted. a wrong pick could derail #biden2020 candidacy and the #democratic party for elections to come. you can pin this tweet.,0,0,Joe Biden
57,#joenbiden needed adderall to stay coherent #debate2020 #drugedupbiden,-1,3,Joe Biden
58,"@USER @USER 160,000+ americans have died from the #trumpvirus2020, get the hell off twitter and do your damn job!!! #votebluetosaveamerica #biden2020 #bidenharris2020",1,2,Joe Biden
59,"@USER you made a joke of the office of the presidency. this wasn't a debate, you made it a circus. the only ones left are the still drunk on the koolaid cult 45....and even some of them are turning. have some dignity and resign! 
#bidenwonthedebate
#debate2020 
#trumpfailed",1,2,Joe Biden
60,"this edition is a must watch. what goes on in the convention before the televised portion is stunning. #demconvention 

HTTP",0,1,Joe Biden
61,"@USER ms. anderson is an undecided voter but all the things she was upset about were caused by the very person she helped put in office! what more does she need to see? if 180,000 ppl would have died under a dem. that would be the end not to mention job losses! #voteblue",1,1,Joe Biden
62,"even if you don't like #joebiden, vote for him anyway.
if he dies in office...
#presidentharris",1,2,Joe Biden
63,"@USER 🛑 @USER is a very #dangerous #president.  he is taking🇺🇸down the rabbit hole. he is not capable to lead he only knows how to #bully 🇺🇸

#donaldtrump only cares about himself. no one else🤬

#trumpisaloser 

#trumpterrorism 

remember #vote

💙#bidenharristosaveamerica",1,2,Joe Biden
64,@USER this sums it up🔽 #trump2020 HTTP,0,0,Joe Biden
65,@USER free the caged children who were snatched from women who are you dedicate this day too! you will be forever known as the party that stole children away from their mothers! #votebluetosaveamerica,1,2,Joe Biden
66,biden already sounds exhausted,-1,3,Joe Biden
67,"joe biden’s a fracking lier! united we stand.  with biden we fall.  
vote #trump2020. #maga2020  #nolyinbiden. #nocommunistusa  #nosocialistusa  #fracking

joe biden’s a fracking lier!
HTTP",-1,1,Joe Biden
68,fixing our education system will stimulate the economy and provide better outcomes for americans. that's why amy klobuchar will make one- and two-year community college programs free. #demdebate HTTP,0,3,Joe Biden
69,i want to attend one of trumps #peacefulprotest @USER #trump2020 #trump #trumptrain2020 #bestpresidentever45 #45 #trump2020landslide #thatsmypresident #thankyoumrpresident #cmonman #4more4trump #americawakeup #bidendementia #4moreyears #trumpytrumpy #lovemypreaident 🇺🇸,-1,3,Joe Biden
70,"bernie has done the right thing, though he had no other option. to continue a two-nan contest, he and biden would have to tear each other apart. only trump would benefit, especially if he kept his maw shut and did nothing! #2020election 
#",0,1,Joe Biden
71,"""as an nea union organizer, i will fight to make sure that it’s scientists, parents, and educators deciding when it’s safe to go back to school—not politicians.” - @USER. thank you, marisol for your commitment to students and educators! #educatorsforjoe #demconvention",1,2,Joe Biden
72,@USER socialism is what the democratic party is trying to bring down on our own country!!! drain that swamp!! #trump2020 #trumpsaveamerica,-1,1,Joe Biden
73,"@USER hey nitwit,
you mean what you and the spineless rethuglicans have been doing , omg you can’t be serious , can’t fix stupid .
#ridenwithbiden2020 #votebluetosaveamerica #voteblue2020 #votelikeyourlifedependsonit #votebluetosavedemocracy #votebluetoendthisnightmare",1,3,Joe Biden
74,"@USER you will get rid of any chance a working american has of making it big, while you and your wealthy friends live it up in the white house. 
we see through your bs, and you won’t be winning in november. #trump2020 #walkaway #trumptrain",0,1,Joe Biden
75,@USER @USER . #impeachedtrump @USER seems to make rs believe they’re immune to any legal/moral retribution. can’t wait 4 trump to be out of office &amp; he gets the punishment he deserves! #votebluetosaveamerica,1,2,Joe Biden
76,"@USER @USER @USER @USER kamala harris will be a historic vp!
a real woman in the white house! no more barbie tweets........
#dumptrump HTTP",1,0,Joe Biden
77,apparently you didn’t listen to his speech.  he did not downplay anything.  it was perfect!  i would have loved to see biden speak live for just 15 minutes!  #impossible ⁦@USER⁩ #trump2020 🇺🇸 HTTP,-1,1,Joe Biden
78,she didn't deny it #demdebate,0,1,Joe Biden
79,@USER @USER that would be nice!  #votebluetosaveamerica,1,2,Joe Biden
80,"you heard it first from the #demdebate , @USER was “into” @USER before it was cool. didn’t know bernie swung that way.",0,0,Joe Biden
81,"#aapi activation is key to winning the #2020election!

read more here about how we can support #bidenharris2020.

@USER @USER @USER @USER 
#aapi2020 #aactivated

HTTP",1,2,Joe Biden
82,@USER @USER maybe they should look into him being on epstein’s plane 26 times. and did it take clinton to forbidden island?  #trump2020 #wakeupamerica,-1,1,Joe Biden
83,"biden just reiterated what his public speaking coach told him to do regarding the hunter biden investigations, on live tv:  

“never complain, never explain”

#demdebate",0,2,Joe Biden
84,@USER i’m a pissed uaw member. you’re supporting open borders which = lower wages. supporting attacks on cops. my brothers stand for our flag &amp; for #trump2020. flags shirts hats bumper stickers all over our shop. uaw is a disgrace to the usa.,-1,0,Joe Biden
85,"@USER republicans are sociopaths. the entire lot of them. show them no mercy in november.
#votebluetosaveamerica",1,2,Joe Biden
86,@USER @USER i hope that's right! #voteredtosaveamerica #trump2020 #kneepadsandpeepads,-1,2,Joe Biden
87,"@USER ha dear loony leftist fear mongering #tammyduckworth aka @USER . . . 

only question is, when has america's enemies not had a bounty on american troops/lives?  

#veteransfortrump #veterans #kag #military #usarmy #usairforce #uscg #usnavy #usmc #police #september11th #1a HTTP",0,2,Joe Biden
88,"@USER @USER but the media says its peaceful. lmao, msm is a joke, enemy of the people. #trump2020",-1,0,Joe Biden
89,"""this is a life-changing election. this will determine what america is going to look like for a long, long time."" – @USER #demconvention HTTP",0,1,Joe Biden
90,@USER @USER @USER @USER he doesn't give a shit about y'all. i think i'm just sad about this photo. #votebluetosaveamerica #votebluetoendthisnightmare #bidenforpresident2020 #dumptrump,1,2,Joe Biden
91,"kamalaharris gained 9,616 twitter followers in the last 6 hours, for a 0.1879% increase, with a current count of 5,118,646 followers.
#2020election",0,2,Joe Biden
92,"@USER @USER @USER yep! with fox choking down throats of the american people with scum like brazile! who needs enemies! good riddance 
@USER 
#trump2020 HTTP",-1,0,Joe Biden
93,@USER @USER too bad you couldn’t see through the #dnc hollywood nonsense and see real accomplishments!,0,1,Joe Biden
94,making liberals cry again t-shirt #republicanlegion #trumpswag #trump #trump2020 #gop #trumptrain #maga #makeamericagreatagain #gop #kag2020 #republican #conservativees #americafirst HTTP,-1,3,Joe Biden
95,"@USER they are trying everything and then some. we cannot be worn down. we will all vote!

#votebluetosaveamerica 
#votebluenomatterwho",1,2,Joe Biden
96,"text 30330
to get information of how to vote!
#dnc2020",0,0,Joe Biden
97,wow bernie sander is the only one who supports democracy #demdebate,0,2,Joe Biden
98,trump a great leader is a good listener #debates2020,-1,2,Joe Biden
99,@USER yooo biden on da sexual drugs doe??,-1,0,Joe Biden
100,@USER we know better joe. #trump2020 @USER  @USER  ❤️🇺🇸🕺 HTTP,-1,0,Joe Biden
101,what a proud moment !! history in the making ! what a powerful speech !! #vicepresidentharris #kamalaharris #women empowerment #democraticconvention #wegotherback #kamalaharris2020 #dnc… HTTP,0,3,Joe Biden
102,@USER @USER @USER @USER @USER yea trump was the one that told democratic governors to herd up the elderly into nursing homes which accounted for about half of covid deaths... oh wait no that was the dems acting on their own accord. its no wonder 5 blue states account for over 40% of covid deaths...,-1,2,Joe Biden
103,@USER @USER then why not allow himself to be checked so it can be verified by a third party that biden is not being fed answers or assisted in any way?,-1,1,Joe Biden
104,"installment 4:  joe biden: a lifetime of lying &amp; plagarism.

let's take a peek, shall we?

'joe biden's lying, bullying and cognitive deficits make him a poor choice for president. does this explain why he's been 'kept in the basement'?' HTTP",-1,1,Joe Biden
105,"biden just said ""everyone else did it"" to the hyde amendment.

#demdebate",0,2,Joe Biden
106,@USER my money is on hunter biden,0,0,Joe Biden
107,joe biden could drop dead on the stage tonight in front of the whole world and i would still vote for him because #fucktrump,1,1,Joe Biden
108,"@USER @USER welcome to #joebiden’s version of america - coming to a neighborhood near you. 

#2020worstyear 
#2020election 

 HTTP",-1,2,Joe Biden
109,"trump is a scammer ... both his charity and his university he is a scammer you still do not stop supporting them
trump is a scammer , both his charity and his university are scammers you still do not give up your support   #trump2020  #biden #portlandprotests  #blacklivesmatter HTTP",1,3,Joe Biden
110,"@USER turnip'll be high as the hindenburg. let him crash and burn. but all biden has to do is look smart and occasionally say ""boo!""",1,0,Joe Biden
111,"come on, joe. nobody in their right mind wants to keep their current insurance.

who wants to get sick, then also get the added bonus of having to pay for it?

#demdebate",0,0,Joe Biden
112,"#donaldjrump, ⁦@USER⁩, #maga

'promises kept'? not entirely. here are five pocketbook pledges trump broke. HTTP",0,1,Joe Biden
113,@USER every idea biden put forth about covid had already been accomplished by trump.biden fail.,-1,2,Joe Biden
114,"@USER @USER so did you intentionally use imagery of a train, brick buildings, and barbed wire, or was it just a coincidence? this is a little creepy considering ... you know, hitler. should we learn russian or german to prepare for the takeover? #fascisttrump #trump2020",0,1,Joe Biden
115,@USER commits to picking a woman as vp #democraticdebate,0,2,Joe Biden
116,"@USER “a nation that values its privileges above its principles soon loses both” eisenhower 1/20/1953. we now have a president with no principles, no values, no empathy.  he refuses to honor the constitution.  we must vote trump &amp; all who support him out #votebluetosaveamerica",1,2,Joe Biden
117,"for me, the most compelling section of @USER’s acceptance speech: “four historic crises. all at the same time. a perfect storm.

the worst pandemic in over 100 years. the worst economic crisis since the great depression.”

#demconvention  (1/2)",0,1,Joe Biden
118,"#icymi👇🏿
watch what happened at 0:17 in @USER's broadcast: cambridge analytica “ black deterrence voter suppression” #kamalaharris #joebiden

HTTP",1,3,Joe Biden
119,"#joebidenkamalaharris2020

#joebiden

#democratcities

protesters show up at la hospital treating ambushed cops, yell 'i hope they f------ die'

HTTP",1,3,Joe Biden
120,"@USER how long until you wake up and hold @USER, @USER,  and @USER accountable? oh wait that's right, it's @USER fault. #hypocrisy #2020election #americafirst #democratsdontcare #countryoverparty",-1,2,Joe Biden
121,"let the record show HTTP
i did not vote for trump! i will vote for @USER and all dems to save us from this nightmare! #votebluetosaveamerica",1,1,Joe Biden
122,@USER why don't you declare your broken unemployment system a public health crisis??? 5 dam months i've been waiting for my money! i bet you or any members of your staff &amp; family has not missed a single paycheck during this pandemic!!! #removewhitmer #whitmersucks #teamtrump #wwg1wga,-1,1,Joe Biden
123,"hey biden
i am not afraid of your disease covid

i will feel safer and with more hope with #trump2020

and i know where beloit is and it’s not the n pittsburgh 😂",-1,2,Joe Biden
124,"@USER why? what are they, 2 years apart? biden will come out swinging without a doubt.",1,0,Joe Biden
125,#democrats are realizes how serious middle-america is about #fourmoreyears| #trump2020.,-1,3,Joe Biden
126,i fucking hate trump #debates2020,1,2,Joe Biden
127,"that moment when you realize @USER is actually thanos....
#presidentialdebate #debate2020 #2020debate #debates #bidenharris2020 #trump2020 #biden2020 HTTP",0,3,Joe Biden
128,"#voterepublicansout2020
#votebluetosaveamerica 
@USER @USER 
republicans, you're done! HTTP",1,3,Joe Biden
129,"@USER @USER that’s fine, because this will have your dad win in a landslide in november. #trump2020",-1,1,Joe Biden
130,"@USER @USER sadly, your sitting out the election helps that orange horror show.  please, please extend that disappointment to allowing yourself to vote biden.",1,2,Joe Biden
131,"@USER you just don’t give a shit about people’s lives do you? 
#votebluetosaveamerica 🗳🌊🇺🇸!",1,2,Joe Biden
132,"bernie sanders speaks at the democratic national convention tonight @USER @USER 

#berniesanders #democraticconvention #dnc2020 HTTP",0,3,Joe Biden
133,i am trying to imagine who would look more simpering and mauled in a trump/bloomberg debate. #demdebate,0,2,Joe Biden
134,"q8: last question. looking ahead, what question on nuclear issues are you hoping the candidates will be asked in the #demdebate tomorrow? #iowatalksnukes",0,2,Joe Biden
135,"wallace tries comparing crime in dem cities with gop run cities (not sure bout this point)
joe trying to talk about suburbs but not making sense.
wallace asks joe about reimagining policing n blm
joe says totally opposed to defunding police,blames trump for cutting their budgets.",0,2,Joe Biden
136,it is important for democrats to be united on the fact that every woman and family must choose for themselves what is right for them. it is not the job of congress or any other legislative body to determine a family’s future or take choices away from women. #demdebate,0,2,Joe Biden
137,"@USER it must have been amazing seeing it in person, videos like this give me goosebumps! 🇺🇸🇺🇸🇺🇸 #godblessamerica #trump2020",-1,2,Joe Biden
138,"@USER good news which will further expose the american left as standing for nothing anymore, except the acquisition of power. 

i’m old enough to remember when actual “liberals” (not communists) opposed endless wars and the military industrial complex. #maga",0,2,Joe Biden
139,"@USER @USER @USER carmen best was doing her job!! something “educators” like you, should be doing!!! instead, you fill young minds with socialist retoric.... here’s an idea, teach facts, not personal ideologies.... teach free thinking... not indoctrination!!! #trump2020",-1,1,Joe Biden
140,@USER yea what really scares me is trump is likely to have a election day lead from election day vote and trump will be insane and claim victory mail in votes 5 to 1 for biden.,1,2,Joe Biden
141,"@USER i am. we cannot survive another 4 years of a trump presidency. our democracy will die completely, and we will become an autocratic country. we must vote all the transnational crime syndicates out before it is too late. #votebluetoendthisnightmare #votebluetosaveamerica",1,2,Joe Biden
142,"why would anyone vote for a candidate that says their vote shouldn’t count????? cc: @USER @USER @USER @USER @USER #brokeredconvention 
#democraticdebate #demdebates #democraticdebates #demdebate2020",0,2,Joe Biden
143,"between #donaldtrump demanding a direct response and the #democrats overlooking busted windows/burned down buildings, our country is headed for disaster and civil war. 

if we learned to listen to each other, all of this could be avoided.",0,2,Joe Biden
144,"the first 30 mins of the #democraticnationalconvention have been 🔥🔥🔥

cannot wait for hillary, elizabeth, barack, and kamala. 

#demconvention #joebidenkamalaharris2020 
#votebidenharristosaveamerica",1,3,Joe Biden
145,"in all seriousness, the #presidentialdebate last night was sad. saints, let’s continue to be in prayer for president trump, biden and our country.",0,1,Joe Biden
146,damn biden loves that situation room #demdebate,0,2,Joe Biden
147,"hey @USER good try, but talking to @USER just doesn’t go anywhere.  he won’t ever give a simple answer! he just wants to be trumps mouthpiece and conflate the issues!! 
#votebluetosaveamerica",1,1,Joe Biden
148,"@USER yes, we will choose a better way, mr. &amp; mrs. bush!! 😊
#votebluetosaveamerica",0,1,Joe Biden
149,"“the big ten conference voted to cancel its football season this fall over concerns related to the coronavirus pandemic”
big10, a great example to follow! #covid19 #coronavirus #wearamask follow #joebiden’s example. he’s not a #covidiot  HTTP",1,2,Joe Biden
150,"@USER @USER donald trump's lessons for repulicans:
no consequences for lying.
no consequences for hate.
no consequences for immorality.
no consequences for crimes.
no consequences for collusion. 
no consequences for impeachment.
no consequences for incompetence.
sad. #votebluenomatterwho",0,2,Joe Biden
151,"@USER @USER @USER @USER because i own properties in texas. i voted in the march primary in texas and will go back to vote in november in texas! hawaii is soon to be my new home, but until then i will #votebluetosaveamerica and texas. #txlege HTTP",1,1,Joe Biden
152,@USER tribute 😭😢@USER @USER gave me chills! 💝 #glory ✊🏼👏🏻👏🏻👏🏻🥰#powerofthepeople #demconvention #democrats #hopeful #bidenharris2020tosaveamerica #bidenharrislandslide2020,1,3,Joe Biden
153,@USER finish him! #demdebate,0,1,Joe Biden
154,"@USER @USER hahajajajajajhahaha... maybe before the end of the year, and you have to send soros money to the idiots who follow him. he is a very low energy person. almost as interesting as watching paint dry. #trump2020 #walkaway #walkawayfromdemocratsforever",-1,2,Joe Biden
155,"@USER no, they are still there. or more have been posted. amazon has issues with this type of product all the time. please keep reporting them. #voteblue",0,1,Joe Biden
156,"@USER @USER @USER @USER @USER @USER @USER @USER you mean like all the 2016 delusion that had your corrupt and failed candidate @USER winning by a landslide in every poll even into election night? @USER #maga #trump2020 hahaha, see you in #nodember",-1,2,Joe Biden
157,"@USER ""oh my, our hero has finally stepped up to save the day.....after first  setting us up for failure.""
another diversion. ignore trump tweets and focus on winning.
#voteearly #voteinperson #votealldayandnight #nov3
#voteblue #votebluetoendthisnightmare",1,2,Joe Biden
158,@USER @USER and @USER have to sow doubt and cheat and will say after the debate that biden cheated - as they already are prior to. his cult will believe whatever he says. it’s so disturbing,1,1,Joe Biden
159,@USER @USER @USER @USER who wants to join me in donating $15 to the biden/harris campaign today? #fifteendollarfridays #bidenharris2020 #biden2020 HTTP,1,2,Joe Biden
160,biden being emphatic that he will pick a woman vp and bernie waffling makes me think biden has already picked a vp (harris?) and bernie has not. #demdebate,0,1,Joe Biden
161,"@USER reason some floridians call him governor deathsantis!
how can @USER even think football when americans r dying, many testing positive &amp; that includes children!
florida's #'s r not going down fast enough 4 this bs!
#votebluetosaveamerica from trump &amp; deathsantis",1,2,Joe Biden
162,"democratic primary voting intention: new hampshire

sanders: 31% (-1)
buttigieg: 21% (+4)
biden: 12% (-1)
warren: 12% (+1)
klobuchar: 11% (=)
gabbard: 5% (-1)
yang: 4% (-2)
steyer: 1% (-1)

2/5 - @USER 
changes with 2/4

#2020election #newhampshire",0,3,Joe Biden
163,"fdr actually wanted to impose a maximum income. it was a good idea. #demdebate 

HTTP",0,2,Joe Biden
164,the republicans act is if they aren’t incumbents. they talk about all the bad things in the world now and blame the democrats. republicans are in control right now so how can they blame everything currently wrong on the democrats? #rnc2020,0,1,Joe Biden
165,the name of the game tonight is #bloombergbeatdown #demdebate,0,2,Joe Biden
166,"@USER @USER @USER @USER your opinion is style over substance. 

trump had plans for zero.",0,1,Joe Biden
167,"who should win the #democratic nomination for #potus in 2020? #2020election #usa (#retweet for sample size)

#biden2020 #bernie2020 #warren2020 #pete2020",0,2,Joe Biden
168,"@USER @USER @USER according 2 your focus groups about 1/3 of obama-trump voters plan 2 vote 4 biden. if this is correct biden wins in a landslide. if this # is actually 20%, biden wins in a landslide. even 5% same landslide. #2020election #biden #trump",0,1,Joe Biden
169,@USER @USER meadow pollack is the future.. please keep her alive in this communist world .. love from canada.. #maga #trump2020tosaveamerica,-1,3,Joe Biden
170,"1/ shame on @USER allowing the inaccurate report by @USER re #debates2020 bc john said that #trump engaged in name calling along w/joe bt the #truth #fact is that only biden attkd in name calling,biden was first to attk personally,first to name calling(trump",-1,3,Joe Biden
171,"@USER he could hold a gun to my head and say he would pull the trigger if i didn't vote for trump and i would just look at him and say, ""#biden2020 """,1,1,Joe Biden
172,open this #demconvention pic for a pleasant surprise! *filter brought to you by @USER snapchat #notoriousrbg HTTP,0,1,Joe Biden
173,"watching the #gop play identity politics with @USER shows the ineptness of politicians. it’s not about solutions, it’s about entertainment. identity politics doesn’t make people cross the isle, it just fans the flames for your own side. her record is enough ammo. focus!",0,1,Joe Biden
174,"as crappy as 2020 has been, at least hillary still isn’t president. #kag2020 #kag #maga",0,0,Joe Biden
175,"idc, if y’all trumpies rly think @USER did so good im sorry but you are hella wrong 👎🏼 #debates2020 #joebiden #donaldtrump #vote",0,2,Joe Biden
176,vp @USER please talk about how you will protect social security during #dnc2020. this is a top issue for voters 50+. social security is a hard-earned benefit and a promise that must be kept. #protectvoters50plus thank you.,0,2,Joe Biden
177,nyt editorial board slams mcconnell for blocking stimulus with ‘political charade’ as he goes on vacation - HTTP,1,2,Joe Biden
178,do we think elizabeth warren will be biden's vp pick? #demdebate,0,1,Joe Biden
179,'kamala harris is the most liberal person in congress': trump lays into biden's vp pick and says she's even more liberal than bernie sanders.#trump..#gop..#elections,-1,2,Joe Biden
180,@USER president trump! although they’ve tried like hell! #maga,-1,0,Joe Biden
181,holding my breath whenever biden speaks,0,2,Joe Biden
182,@USER thanks for sharing @USER 🙌 the packers are one of the most powerful families here in australia. #draintheswamp #saveourchildren,0,2,Joe Biden
183,"@USER @USER many of the crimes the trump family has committed are state, not federal, crimes. biden has no power to pardon those. nor does trump or pence have that power.",0,1,Joe Biden
184,"trump's showing that he is not fit to be leader of a boy scout troop, let alone president of the united states.
#debates2020 
#presidentialdebate2020 
#presidentialdebate 
#trump2020",1,2,Joe Biden
