,Text,Stance,Class,Target
195,"@USER @USER obamas cages.  obama’s america.  gone!  
thanks to trump! #maga",-1,1,Joe Biden
231,"@USER we enjoyed every minute of it!!!  #maga

#trump2020",-1,1,Joe Biden
932,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER i'm following back at twits desecration! 😡

twitter knows we are strong together. 

#unitednotdivided 
#wwg1wga 
#trump2020nowmorethanever HTTP",-1,1,Joe Biden
748,"@USER how many people died mike?  tell me how many people died. positive tests mean nothing. with a better than 99% recovery rate. your stories sound more like,  the sky is falling! the sky is falling!  cancel your worthless mandates and open ohio now.  trump 2020!",-1,1,Joe Biden
579,@USER yes!!!!!!!!!  that’s exactly what’s happening. #formerliberals are now #maga2020 like myself. never would i have thought i’d say that until recently. #votebluetosaveamerica @USER,-1,1,Joe Biden
67,"joe biden’s a fracking lier! united we stand.  with biden we fall.  
vote #trump2020. #maga2020  #nolyinbiden. #nocommunistusa  #nosocialistusa  #fracking

joe biden’s a fracking lier!
HTTP",-1,1,Joe Biden
1202,"@USER stop it.  you know darn well most of those people died because of #democrat governors &amp; nursing homes. and so many had other health issues, states padded the numbers for cash.
put a lid on it #creepyjoebiden you disgust me.",-1,1,Joe Biden
866,@USER just another company chased out by #democrat run state. #culp2020 to save wa. #redwave,-1,1,Joe Biden
896,"@USER watching you all chase a bunch of misinformation is fun. you are totally unaware of what is happening. your politicians got caught in the worst political scandal ever. and the things you focus your hate on is quite humorous.
#trump2020
#maga
#wwg1wga
the best is yet to come",-1,1,Joe Biden
346,"what a garbage mayor. so typical, blame trump. #trump2020 #chicago #lockdown #covid19",-1,1,Joe Biden
601,"@USER has accomplished much since taking office, but what might he have accomplished if not for the hysterical obstruction of the dems? this obstruction is driven by fear - fear that trump and his supporters might be proven right, and they themselves wrong. #trump2020",-1,1,Joe Biden
72,@USER socialism is what the democratic party is trying to bring down on our own country!!! drain that swamp!! #trump2020 #trumpsaveamerica,-1,1,Joe Biden
514,"#maga i am keeping track of @USER 
following count she was at 45 now 47 after i tweeted. every follow you give her i will donate into trumps campaign 1 follow = 1 dollar. i owe 2$ so far into trumps campaign.",-1,1,Joe Biden
11,"@USER i'm sure we'll hear the usual blah blah blah hate trump blah blah blah racist trump blah blah russia blah. 
#trumpnowmorethanever 
#kag #maga",-1,1,Joe Biden
412,"@USER you should do what feels right, you're the one who is going to have to live with your decision ultimately.
personally i see no reason to vote biden though",-1,1,Joe Biden
902,"1000 boats showed up for the trump boat parade on lake hamilton in hot springs, arkansas today!  #redstate #maga @USER @USER HTTP",-1,1,Joe Biden
440,"""trump’s executive action may be too little, too late, especially if people...do not similarly fight back against this movement"" #fightbackamerica #trumpwarriors #kag wake up &amp; fight!! stop looking to govt to do it for you! 
HTTP",-1,1,Joe Biden
335,"@USER trump agreed to have his ears checked ..and biden has refused. so far, biden has requested a break every 30 mins, has refused a drug test and now has refused to be checked for any electronic devices that may aid him in his debate v trump. you do the freaking math!",-1,1,Joe Biden
554,"trump better win 2020. the world depends on it.
#trump2020  #bidenharris2020 #biden",-1,1,Joe Biden
544,@USER you are delusional ! #trump2020,-1,1,Joe Biden
31,@USER vote for law and order in november. 🇺🇸 #trump2020 #lawandorder HTTP,-1,1,Joe Biden
90,@USER @USER @USER @USER he doesn't give a shit about y'all. i think i'm just sad about this photo. #votebluetosaveamerica #votebluetoendthisnightmare #bidenforpresident2020 #dumptrump,1,2,Joe Biden
702,"the #dnc #dnc2002convention is making me feel hopeful.

and since the #trumpvirus i haven't felt hopeful in a long time !

thank you @USER @USER

#votebidenharristosaveamerica
#votebluetoendthisnightmare",1,2,Joe Biden
141,"@USER i am. we cannot survive another 4 years of a trump presidency. our democracy will die completely, and we will become an autocratic country. we must vote all the transnational crime syndicates out before it is too late. #votebluetoendthisnightmare #votebluetosaveamerica",1,2,Joe Biden
1222,"kamala harris has become the first black woman and the first woman of asian descent to be appointed as the vice-president candidate.

read more: HTTP

#joebiden #uselections #blackwomen #whitehouse #opoyi",1,2,Joe Biden
184,"trump's showing that he is not fit to be leader of a boy scout troop, let alone president of the united states.
#debates2020 
#presidentialdebate2020 
#presidentialdebate 
#trump2020",1,2,Joe Biden
126,i fucking hate trump #debates2020,1,2,Joe Biden
647,"you are jealous of jeff bezo because he is richer than you.  you aligned yourself with mbs to hack his phone, it will be revealed eventually.  you are a clear &amp; present danger to our national security.  #votebluenomatterwho #votebluetosaveamerica @USER @USER HTTP",1,2,Joe Biden
705,"""because i am a democrat with a capital d"" - joe biden 2020 #democraticdebate #joebiden #capitald",1,2,Joe Biden
713,"@USER #joebiden the only one fit to do the job 💪🏻

#fbrpartytime #fbr

 #presidentbiden #november3rd HTTP",1,2,Joe Biden
1159,"republicans-trump fooled you in 2016. that's on him. but in 2020, it's on you! he's a disdaster. it's time to give trump and the other incompetents the boot. let's improve things. #bidenharris2020 #vote #trumpvirus #trump2020landslide #donaldtrump #gopconvention #americafirst HTTP",1,2,Joe Biden
1115,"how old were you when you realized that “dammit i’m mad” spelled backwards is “dammit i’m mad”?

#biden2020 

#votebluetosaveamerica HTTP",1,2,Joe Biden
507,"@USER show your taxes, criminal drumpf 

too scared and cowardly......yes we know

#votebluetosaveamerica",1,2,Joe Biden
961,"@USER @USER bullshit. we knew about the virus in december.

#not_a_democrathoax
no innocent man ever held back documents &amp; witnesses that could clear him.

#resistlyingdonnie
#votebluetosaveamerica
blind patriotism isn't patriotism, just dumb.",1,2,Joe Biden
1045,"@USER @USER after that performance, trump really can't afford to be in another debate. by allowing trump to continually interject, biden successfully showed trump can't speak coherently, follow a train of thought and lies incessantly. well done joe biden, you're a champion!!!",1,2,Joe Biden
355,"we need leaders who cares for all of the american people. we’re not an authoritative country, we don’t have a king 👑, and america has always had a president. if we #votebiden, we will save our country. don’t give away our democracy. #voteblue #votebluetosaveamerica HTTP",1,2,Joe Biden
916,looking forward to being in the candidate spotlight with the tennessee democratic party and telling them about our fight to flip the last republican-held senate seat in davidson county! #voteblue2020 #tenleg HTTP,1,2,Joe Biden
738,"this will be great! spread the word!
open to expand 

HTTP

#joebiden #bidenharris #biden2020 #cher #lgbtq #lgbt #vote2020 #voteproud #voteblue2020 #trending #kamalaharrisvp #ridenwithbiden #byedon #townhall #grassroots #hrc #glaad HTTP",1,2,Joe Biden
63,"@USER 🛑 @USER is a very #dangerous #president.  he is taking🇺🇸down the rabbit hole. he is not capable to lead he only knows how to #bully 🇺🇸

#donaldtrump only cares about himself. no one else🤬

#trumpisaloser 

#trumpterrorism 

remember #vote

💙#bidenharristosaveamerica",1,2,Joe Biden
357,i don’t get it. how is this even a contest? #democraticconvention #demconvention #americaisstrongerwithbiden @USER,1,2,Joe Biden
666,"@USER please stop pushing polls. we need to all act like biden is 10 points behind and only our vote &amp; those of our family &amp; friends can save us!
#votelikeyourlifedependsonit 
#votebluetosaveamerica",1,2,Joe Biden
517,@USER from your lips to god’s ears. #votebluetoendthisnightmare #voteblue2020,1,2,Joe Biden
566,@USER @USER what about the innocent children stolen from their parents and stuffed in dirty border cages like wild animals? what about the 100s who have gone missing ? your hypocrisy is showing. #savethechildren 🙏 #votebluetosaveamerica,1,2,Joe Biden
1233,@USER maybe we should nominate her for president because the ones we have fall way short! #shegotitright #jayapal #dncplatform #joebiden,1,2,Joe Biden
81,"#aapi activation is key to winning the #2020election!

read more here about how we can support #bidenharris2020.

@USER @USER @USER @USER 
#aapi2020 #aactivated

HTTP",1,2,Joe Biden
817,biden harris 2020 election restore the soul of america usa t-shirt biden harr... HTTP,1,2,Joe Biden
203,"@USER @USER hopefully won't have to imagine for too long...

#joebiden2020 #joebiden #trumpvirus",1,2,Joe Biden
548,"listen to joe: free healthcare, universal childcare, bailing out working class citizens.

it's amazing that it takes a global pandemic to get moderates to embrace progressive policies. #demdebate",1,2,Joe Biden
847,@USER focus on #gotv efforts. join the biden campaign or a local one and volunteer. so many remote opportunities you can do from your own home. make sure your circle of people is registered and make a plan then encourage others to do the same in their circles. #votebluetosaveamerica,1,2,Joe Biden
1049,13 of #biden's former rivals to appear together at democratic convention HTTP,1,2,Joe Biden
607,"i know, i know, don’t get hopes up, etc. however, the nyt tax story, parscale’s alleged domestic abuse and commitment, the failure of trump to concoct anything that sticks, biden’s performance and consistency, the current lead in necessary states. i’m just trying to stay level.",1,2,Joe Biden
456,"@USER maybe if you dems hadn’t wasted so much $ in the 1st bill  like for the arts - what did that have 2do w a pandemic-employees were laid off wo a dime, maybe there’d b$ for the kids you are now so concerned about. @USER 🇺🇸🇺🇸🇺🇸🇺🇸 #trump2020",-1,2,Joe Biden
573,@USER @USER the children and future of our nation will plunge into a third world country if a democrat gets elected. #maga🇺🇸#i❤️usa,-1,2,Joe Biden
674,@USER #kag2020 #trump2020 i’m one of the assholes that voted for him and will do it again november 3 2020 😂 have a wonderful day don’t forget to support ur local anarchist to achieve below if y’all r strong enough to stand against patriots 🖕🏻 HTTP,-1,2,Joe Biden
766,"watch ""greg kelly reports - media never give trump credit for anything (8-10-20)"" on youtube - HTTP
#trump2020",-1,2,Joe Biden
743,"i'm hoping that trump brings up that hunter biden was smoking crack, getting paid by russians, and helping the chinese military at least 17 times.",-1,2,Joe Biden
929,"@USER @USER @USER @USER @USER @USER @USER nothing has been disproven, only delayed!
do you ever ask yourself, why biden/harris are the candidates?
both were polling badly towards the end of 2019.
news broke on hunter and suddenly it's election interference to investigate?
really!?? 👇🤔👇HTTP",-1,2,Joe Biden
886,"@USER @USER thank you, mr. president... #americafirst #kag #trump2020 #lawandordernow #teamtrump",-1,2,Joe Biden
1201,"if you vote biden, you don’t care about freedom. #ownit #democrat #republican",-1,2,Joe Biden
1081,"@USER if you haven’t decided who your voting for on nov.3rd then you ain’t living in #america
#magaforallbutdemocrats
#maga",-1,2,Joe Biden
584,they (democrats) are trying to crucify trump like the people crucified christ for telling the truth 🙄🤔does this means trump is god no it just means the world is crooked and wicked when a good hearted man tries to change something bad into something good #trump2020 #godbless,-1,2,Joe Biden
365,"#hahahahaha 
""singer kacey musgraves says a vote for president trump in november is 'an act of violence'"" HTTP",-1,2,Joe Biden
344,"obama gate is just start getting unraveling! durham investigation just indicted corrupt fbi lawyer who falsified information to get fisa.

now the question is why a lawyer lie? on behalf of whom?

the fbi should be ashamed of itself!

#durham
#obamagaate
#russiahoax
#trump2020",-1,2,Joe Biden
815,"@USER @USER @USER ^^^ proof that trump derangement syndrome is real. #tds #orangemanbad #democratshateamerica don't trust democrats. those #metoo hucksters, #blackface hypocrites, and everything' is racist clowns.

democrat ideology is a distraction &amp; self-destructive. #blexit paw patrol #kag HTTP",-1,2,Joe Biden
1006,"liberals must think the military is stupid. there has never been a president that loved and respected the military more than trump. 🇺🇸 🇺🇲 
#fightback #wwg1gwa #patriotprayer #freekylerittennhouse #godwins #god #trump2020 #vetsfortrump #veterans #woundedwarriors #patriots",-1,2,Joe Biden
587,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER following all patriots #kag...thank you very much marilyn @USER 🙏🏻🇺🇸⚘⚘ HTTP,-1,2,Joe Biden
894,"love senator john kennedy!!

even google can't find #joebiden some days🤣👍!

#tucker",-1,2,Joe Biden
350,democrats want the $600 unemployment money to stay there so their riots i mean “protests” stay funded and these morons don’t have to work. #trump2020 #democratsaredestroyingamerica,-1,2,Joe Biden
512,@USER according to #dementiajoe one third of americans already died from the #coronavirus 😂😂😂 fools like you creeoy joe should stay indoors because you’re making a fool of yourself. vote #trump2020 #kag2020 @USER HTTP,-1,2,Joe Biden
728,"never has a nation taxed itself into prosperity, yet here we are watching the #democraticdebates watching a half dozen morons try to outdo each other on their tax and spend policies... oh wait... no one’s watching.  #maga2020 #kag2020 @USER @USER @USER",-1,2,Joe Biden
585,"@USER but #georgesoros funded #blmdomesticterrorists who actually donate to @USER and his campaign is ok? burning buildings, shooting innocents, bashing people and demolishing entire cities is ok? #thesilentmajority sees your bs and is voting #trump2020 HTTP",-1,2,Joe Biden
723,"many of these #blm city ares are not police able and should be patrolled by the military in tanks. 
 @USER #trump2020 #covid19 #warroompandemic #blm #backtheblue #walkaway #screenwriting @USER",-1,2,Joe Biden
1199,"@USER he pulled a stunt, but your still a c**t 😁 .. shes literally gonna give a whole new meaning to #orangeisthenewblack and i can't freeking wait 👏 #trump2020",-1,2,Joe Biden
890,"@USER a very good friend of mine who's very popular, is a vietnamese immigrant who told me he doesn't know a single asian who will be voting for #joebiden.
he is a great american and absolutely despises all things socialist and communist .",-1,2,Joe Biden
597,"everything, the democrats do , is either fake and / or political nonsense 

i am not surprised at all

#trump2020 #maga #kag
@USER @USER
@USER @USER
@USER @USER @USER 
@USER @USER

HTTP",-1,2,Joe Biden
