,Text,Stance,Class,Target
135,"U just qualified 4 my #Moron Test-Who would B better 4U &amp; UR Family? I picked #Bernie B/C im NOT a Moron,R U? Must answer or get lost!",1,1,Bernie Sanders
136,@BernieSanders i feel the bern when my boyfriend assfucks me till my ass looks like a he launched a a-bomb to my ass,1,1,Bernie Sanders
137,I'm here for #TimRyan telling #Bernie he doesn't have to yell.... and now BS tryna talk softly #DemDebate,1,1,Bernie Sanders
138,Just keep telling you fuckin truth!! We and our #BernieSanders movement respect you!!,1,1,Bernie Sanders
139,"@BernieSanders blah blah blah go away ,,, you have done nothing in all your years in the Senate .. some socialist ..bah",1,1,Bernie Sanders
140,Why cant yall give Bernie his just dos when the candidate is doing it?,1,1,Bernie Sanders
141,When you know your wrong you just keep acting like your completely shocked all the way out the door lol #Bernie knows she would of probably started some shit so he said nah Get her outta here lmao,1,1,Bernie Sanders
142,Seth Rich ( #Bernie supporter ) leaked these emails to @wikileaks. He knew they rigged it for #Clinton,1,1,Bernie Sanders
143,"#DNCFraud Sorry to say but if you know anything about US #Evoting #hacking problem, even millions or gazillions of #Bernie votes won't matter &amp; can (and WILL) be hacked again. &gt; Watch Def Con hackers show E-voting vulnerabilities in a brief hacking demo &gt;",1,1,Bernie Sanders
144,"ok...so, I like #Bernie...but he ain't up on reparations: somebody needs to get him fresh on what wealth desparity means.... i.e. monetary compensation... .. stop playing Bernie... you sure you woke? .. we...",1,1,Bernie Sanders
145,Y Barun fans r so abusive N to think even I was a blind fan n follower of his till Tanhaaiyan it hurts me now Bt still I luv #Bernie n #Sanz I can't blame them for their fan's stupidity,1,1,Bernie Sanders
146,"Deep breath Exhale Deep breath Exhale Now repeat after me... ""President Bernie Sanders"".... #BernieSanders",1,1,Bernie Sanders
147,Thank GOD! For a minute I was worried she would endorse #BernieSanders #Bernie,-1,1,Bernie Sanders
148,@SenSanders has spoken so much but said nothing....blah blah blah #DemDebate2020 #BernieSanders,-1,1,Bernie Sanders
149,Bernie needs to fuck off. We need to unite & not splinter off like #Bernie &amp; @SusanSarandon push for. #uniteblue #bluewave #voteblue #VoteBlue2018,-1,1,Bernie Sanders
150,Real life scoundrel company that holds sick folks for ransom. #MedicareForAll #Bernie,-1,1,Bernie Sanders
151,"This is rich...For all we know you might not be paying your individual fair share Bernie! Where are your taxes, lyin ass? #BernieSanders Never",-1,1,Bernie Sanders
152,This is emotional deflection & manipulation by people who keep using getting disappointed &amp; insulted &amp; having their feelings hurt cause they dont have a valid claim to put forth. Im not buying it. #FakeOutrage #BernieSanders #Bernie,-1,1,Bernie Sanders
153,Shid i guess Bernie put on some sunscreen because he didn't want to feel the burn.. #BernieDropOut #President,-1,1,Bernie Sanders
154,"Oh phuck off we don't trust a word u say, you can tell your lies to the sheeps following you. We Israeli Jews see right throw u. #BernieSanders",-1,1,Bernie Sanders
155,im sorry you had to find out this way bernie,-1,1,Bernie Sanders
156,Uh oh #Bernie Ari melber slurping old fraud bernie again Buh bye @msnbc Next.,-1,1,Bernie Sanders
157,"#BernieSanders dont wanna listen to or support Black women, but theyll damn sure twist their words and co-opt a movement. Foh.",-1,1,Bernie Sanders
158,U #BernieSanders still ButtHurt? Its been 2 weeks yall should be good by now..,-1,1,Bernie Sanders
159,"#DemocraticDebate I hate bernie sanders!! Cant stand his voice, his face, his attitude, his gestures!!!",-1,1,Bernie Sanders
160,"I have said these 10,000 times before, will keep saying them: #FuckBernie #BernieSanders",-1,1,Bernie Sanders
161,"LORD, @SenSanders IS FVCKING LOSING ON HIS OWN. Plus, I am",-1,1,Bernie Sanders
162,Move on man. We aint trading one racist for another. #BernieSanders,-1,1,Bernie Sanders
163,No telling what else we'd have found out if he &amp; Jane had EVER actually been #Transparent &amp; released their #TaxReturns! SO damn #DoneWithBernie! He needs to sit TF down &amp; Stay TF OUT of Pesidential #Election2020! #ThursdayThoughts,-1,1,Bernie Sanders
164,Hillary Clintons view on @BernieSanders: Nobody likes him. Nobody wants to work with him. He got nothing done.,-1,1,Bernie Sanders
165,As a small biz owner I work 50-60 hours a week to earn my living & I do NOT want some socialist jackass like #BreadlineBernie telling me to give up my hard-earned money to some damn welfare queen who refuses to get up off her lazy ass &amp; work #SocialismSucks #kag2020,-1,1,Bernie Sanders
166,"MUST READ, U WILL BE SHOCKED! SICK #BernieSanders 1969 MANIFESTO THAT YOUNGSTERS &amp; BABIES NEED2B SEXUALIZED 2 SUPPORT THE PORN INDUSTRY &amp; 2 SATISFY PPL'S FRUSTRATIONS. THIS IS WHAT HE WANTS 4 USA #Sanders #WalkAway #WalkAwayFromDemocratSocialists #KAG2020",-1,1,Bernie Sanders
167,How are the #BernieSanders peeps fairing tonight? Didn't we tell y'all it was rigged???,-1,1,Bernie Sanders
168,I remeber the last presidential race ... Bernie took the money and run .... just sayin,-1,1,Bernie Sanders
169,"Like #Bernie THA Billionaire??? WHY dont he give away HIS $$$instead of taxing US Citizens for his PIPE DREAMS??? I smell Ur HYPOCRISY, Val Vrga.",-1,1,Bernie Sanders
170,No dummy! Its Antifa !! Hey #PojectVeritas warned of this if #BernieSanders lost! Here we are! One his men paying protesters to get stuff! Wake up and stop spreading fake news! Stack of bricks - how did they get in all those places?,-1,1,Bernie Sanders
171,"""Does this mean you wont give me anymore money?"" - #DNC Shoeshine Boy Bernie's response",-1,1,Bernie Sanders
172,"Meanwhile, #Bernie was licking his lips and rubbing his hands together saying, ""Oh, boy, I'm almost a millionaire &amp; can strut around on Wall Street.""",-1,1,Bernie Sanders
